number,semester,name,instructors,schedule,level,id
Design 300 Section: 012,2018 Spring,"b'Reading and Research in Architecture, Landscape Architecture, or Urban Planning'",b'Edward Eigen',,Graduate,117756
Design 300 Section: 012,2017 Fall,"b'Reading and Research in Architecture, Landscape Architecture, or Urban Planning'",b'Edward Eigen',,Graduate,117756
Design 300,2018 Spring,"b'Reading and Research in Architecture, Landscape Architecture, or Urban Planning'",b'Sheila Jasanoff',,Graduate,117756
Design 300 Section: 013,2017 Fall,"b'Reading and Research in Architecture, Landscape Architecture, or Urban Planning'",b'Sheila Jasanoff',,Graduate,117756
Design 300 Section: 014,2018 Spring,,b'Ali Malkawi',,Graduate,117756
Design 300 Section: 014,2017 Fall,"b'Reading and Research in Architecture, Landscape Architecture, or Urban Planning'",b'Ali Malkawi',,Graduate,117756
Design 300 Section: 015,2018 Spring,"b'Reading and Research in Architecture, Landscape Architecture, or Urban Planning'",b'Diane Davis',,Graduate,117756
Design 300 Section: 015,2017 Fall,,b'Diane Davis',,Graduate,117756
Design 300 Section: 016,2018 Spring,"b'Reading and Research in Architecture, Landscape Architecture, or Urban Planning'",b'Neil Brenner',,Graduate,117756
Design 300 Section: 016,2017 Fall,"b'Reading and Research in Architecture, Landscape Architecture, or Urban Planning'",b'Neil Brenner',,Graduate,117756
Design 304,2018 Spring,b'Direction of Doctoral Dissertations in Architecture',b'',,Graduate,111709
Design 304,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'Erika Naginski',,Graduate,111709
Design 304 Section: 002,2018 Spring,,b'K. Hays',,Graduate,
Design 304,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'K. Hays',,Graduate,111709
Design 304,2018 Spring,,b'Antoine Picon',,Graduate,111709
Design 304 Section: 003,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'Antoine Picon',,Graduate,111709
Design 304,2018 Spring,b'Direction of Doctoral Dissertations in Architecture',b'Eve Blau',,Graduate,111709
Design 304 Section: 004,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'Eve Blau',,Graduate,111709
Design 304 Section: 005,2018 Spring,b'Direction of Doctoral Dissertations in Architecture',b'Giuliana Bruno',,Graduate,111709
Design 304 Section: 005,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'Giuliana Bruno',,Graduate,111709
Design 304 Section: 006,2018 Spring,b'Direction of Doctoral Dissertations in Architecture',b'Peter Galison',,Graduate,111709
Design 304 Section: 006,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'Peter Galison',,Graduate,111709
Design 304,2018 Spring,b'Direction of Doctoral Dissertations in Architecture',b'Alina Payne',,Graduate,111709
Design 304 Section: 007,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'Alina Payne',,Graduate,111709
Design 304 Section: 008,2018 Spring,,b'Christine Smith',,Graduate,111709
Design 304 Section: 008,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'Christine Smith',,Graduate,111709
Design 304 Section: 009,2018 Spring,b'Direction of Doctoral Dissertations in Architecture',b'Ali Malkawi',,Graduate,111709
Design 304 Section: 009,2017 Fall,,b'Ali Malkawi',,Graduate,111709
Design 304 Section: 010,2018 Spring,b'Direction of Doctoral Dissertations in Architecture',b'Edward Eigen',,Graduate,111709
Design 304 Section: 010,2017 Fall,b'Direction of Doctoral Dissertations in Architecture',b'Edward Eigen',,Graduate,111709
Design 307,2018 Spring,b'Direction of Doctoral Dissertations in Landscape Architecture',b'',,Graduate,120264
Design 307,2017 Fall,b'Direction of Doctoral Dissertations in Landscape Architecture',b'K. Hays',,Graduate,120264
Design 307 Section: 002,2017 Fall,,b'Edward Eigen',,Graduate,
Design 307,2017 Fall,b'Direction of Doctoral Dissertations in Landscape Architecture',b'Sonja Duempelmann',,Graduate,120264
Design 310,2018 Spring,,b'',,Graduate,115401
Design 310,2017 Fall,b'Direction of Doctoral Dissertations in Urban Planning',b'Eve Blau',,Graduate,115401
Design 310,2017 Fall,b'Direction of Doctoral Dissertations in Urban Planning',b'Neil Brenner',,Graduate,115401
Design 310 Section: 003,2017 Fall,b'Direction of Doctoral Dissertations in Urban Planning',b'Jerold Kayden',,Graduate,115401
Astronomy 2,2017 Fall,b'Celestial Navigation',b'Philip Sadler',T 1130 AM - 0129 PM,Undergraduate,111305
Astronomy 5,2017 Fall,b'Astrosociology',b'Gerhard Sonnert',MW 0100 PM - 0229 PM,Undergraduate,205519
Astronomy 16,2018 Spring,b'Stellar and Planetary Astronomy',b'Karin Oberg',TR 0230 PM - 0359 PM,Undergraduate,118136
Astronomy 17,2017 Fall,b'Galactic and Extragalactic Astronomy',b'Xingang Chen',MW 0230 PM - 0359 PM,Undergraduate,125884
Astronomy 91R,2018 Spring,b'Supervised Reading and Research',b'Edo Berger',,Undergraduate,110822
Astronomy 91R,2017 Fall,b'Supervised Reading and Research',b'Edo Berger',,Undergraduate,110822
Astronomy 98,2017 Fall,b'Research Tutorial in Astrophysics',b'David Charbonneau',M 0100 PM - 0229 PM,Undergraduate,112487
Astronomy 99A,2017 Fall,b'Senior Thesis in Astrophysics',b'David Charbonneau',R 0115 PM - 0214 PM,Undergraduate,116041
Astronomy 99B,2018 Spring,b'Senior Thesis in Astrophysics',b'David Charbonneau',R 0245 PM - 0345 PM,Undergraduate,159800
Astronomy 100,2018 Spring,b'Methods of Observational Astronomy',b'Edo Berger',WF 0200 PM - 0359 PM,Undergraduate,125880
Astronomy 110,2017 Fall,b'Exoplanets',b'John Johnson',TR 0230 PM - 0359 PM,Undergraduate,125881
Astronomy 130,2018 Spring,,b'Douglas Finkbeiner',TR 0200 PM - 0329 PM,Undergraduate,125883
Astronomy 191,2018 Spring,b'Astrophysics Laboratory',b'John Kovac',F 0200 PM - 0459 PM,Undergraduate,113262
Astronomy 200,2018 Spring,b'Radiative Processes in Astrophysics',b'Lars Hernquist',MWF 1100 AM - 1159 AM,Undergraduate + Graduate,124966
Astronomy 202A,2017 Fall,b'Extragalactic Astronomy and Cosmology I',b'Charles Conroy',MW 0930 AM - 1059 AM,Undergraduate + Graduate,118139
Astronomy 202B,2018 Spring,b'Extragalactic Astronomy and Cosmology II',b'Daniel Eisenstein',MW 0930 AM - 1059 AM,Undergraduate + Graduate,111660
Astronomy 218,2017 Fall,b'Radio Astronomy',b'Lincoln Greenhill',TR 0930 AM - 1059 AM,Undergraduate + Graduate,112022
Astronomy 219,2018 Spring,b'High Energy Astrophysics',b'Jonathan Grindlay & Paul Nulsen',MW 0200 PM - 0259 PM,Undergraduate + Graduate,111053
Astronomy 300,2018 Spring,,b'Nicholas Murphy',,Graduate,122728
Astronomy 300,2017 Fall,b'Topics in Modern Astrophysics',b'Charles Lada',,Graduate,122728
Astronomy 300 Section: 002,2018 Spring,b'Topics in Modern Astrophysics',b'Alyssa Goodman',,Graduate,122728
Astronomy 300,2017 Fall,b'Topics in Modern Astrophysics',b'Alyssa Goodman',,Graduate,122728
Astronomy 300,2018 Spring,b'Topics in Modern Astrophysics',b'Jason Eastman',,Graduate,122728
Astronomy 300 Section: 003,2018 Spring,,b'Abraham Loeb',,Graduate,
Astronomy 300,2017 Fall,,b'Abraham Loeb',,Graduate,122728
Astronomy 300 Section: 004,2018 Spring,b'Topics in Modern Astrophysics',b'Charles Conroy',,Graduate,122728
Astronomy 300 Section: 004,2017 Fall,b'Topics in Modern Astrophysics',b'Charles Conroy',,Graduate,122728
Astronomy 300 Section: 005,2018 Spring,b'Topics in Modern Astrophysics',b'David Charbonneau',,Graduate,122728
Astronomy 300 Section: 005,2017 Fall,b'Topics in Modern Astrophysics',b'David Charbonneau',,Graduate,122728
Astronomy 300,2018 Spring,,b'Daniel Eisenstein',,Graduate,122728
Astronomy 300 Section: 006,2017 Fall,b'Topics in Modern Astrophysics',b'Daniel Eisenstein',,Graduate,122728
Astronomy 300 Section: 007,2018 Spring,b'Topics in Modern Astrophysics',b'Douglas Finkbeiner',,Graduate,122728
Astronomy 300 Section: 007,2017 Fall,b'Topics in Modern Astrophysics',b'Douglas Finkbeiner',,Graduate,122728
Astronomy 300 Section: 008,2018 Spring,b'Topics in Modern Astrophysics',b'Dimitar Sasselov',,Graduate,122728
Astronomy 300 Section: 008,2017 Fall,b'Topics in Modern Astrophysics',b'Dimitar Sasselov',,Graduate,122728
Astronomy 300,2018 Spring,b'Topics in Modern Astrophysics',b'David Wilner',,Graduate,122728
Astronomy 300,2017 Fall,b'Topics in Modern Astrophysics',b'David Wilner',,Graduate,122728
Astronomy 300 Section: 010,2018 Spring,,b'Edo Berger',,Graduate,
Astronomy 300,2017 Fall,,b'Edo Berger',,Graduate,122728
Astronomy 300 Section: 011,2018 Spring,b'Topics in Modern Astrophysics',b'John Johnson',,Graduate,122728
Astronomy 300 Section: 011,2017 Fall,b'Topics in Modern Astrophysics',b'John Johnson',,Graduate,122728
Astronomy 300 Section: 012,2018 Spring,b'Topics in Modern Astrophysics',b'John Kovac',,Graduate,122728
Astronomy 300 Section: 012,2017 Fall,b'Topics in Modern Astrophysics',b'John Kovac',,Graduate,122728
Astronomy 300,2018 Spring,,b'Karin Oberg',,Graduate,122728
Astronomy 300 Section: 013,2017 Fall,b'Topics in Modern Astrophysics',b'Karin Oberg',,Graduate,122728
Astronomy 300 Section: 014,2018 Spring,b'Topics in Modern Astrophysics',b'Lars Hernquist',,Graduate,122728
Astronomy 300 Section: 014,2017 Fall,b'Topics in Modern Astrophysics',b'Lars Hernquist',,Graduate,122728
Astronomy 300 Section: 015,2018 Spring,b'Topics in Modern Astrophysics',b'Ramesh Narayan',,Graduate,122728
Astronomy 300 Section: 015,2017 Fall,b'Topics in Modern Astrophysics',b'Ramesh Narayan',,Graduate,122728
Astronomy 300,2018 Spring,b'Topics in Modern Astrophysics',b'Sean Andrews',,Graduate,122728
Astronomy 300,2017 Fall,b'Topics in Modern Astrophysics',b'Sean Andrews',,Graduate,122728
Astronomy 300 Section: 017,2018 Spring,,b'Maria Lopez-Morales',,Graduate,
Astronomy 300,2017 Fall,,b'Alicia Soderberg',,Graduate,122728
Astronomy 300 Section: 018,2018 Spring,b'Topics in Modern Astrophysics',b'Jonathan Grindlay',,Graduate,122728
Astronomy 300 Section: 018,2017 Fall,b'Topics in Modern Astrophysics',b'Jonathan Grindlay',,Graduate,122728
Astronomy 300 Section: 019,2018 Spring,b'Topics in Modern Astrophysics',b'David Latham',,Graduate,122728
Astronomy 300 Section: 019,2017 Fall,b'Topics in Modern Astrophysics',b'Nicholas Murphy',,Graduate,122728
Astronomy 300,2017 Fall,,b'David Latham',,Graduate,122728
Astronomy 300 Section: 021,2018 Spring,b'Topics in Modern Astrophysics',b'Charles Lada',,Graduate,122728
Astronomy 300 Section: 021,2017 Fall,b'Topics in Modern Astrophysics',b'Maria Lopez-Morales',,Graduate,122728
Astronomy 300 Section: 022,2017 Fall,b'Topics in Modern Astrophysics',b'Jason Eastman',,Graduate,122728
Astronomy 301HFA,2017 Fall,b'Journal Club',b'Edo Berger',M 0400 PM - 0459 PM,Graduate,121382
Astronomy 301HFB,2018 Spring,,b'Edo Berger',M 0400 PM - 0459 PM,Graduate,160577
Astronomy 302,2018 Spring,,b'Philip Sadler',T 0200 PM - 0329 PM,Graduate,117515
Astronomy 305,2018 Spring,b'Topics in Origins of Life Research',b'Dimitar Sasselov',TR 0200 PM - 0329 PM,Graduate,161303
Astronomy 305,2017 Fall,b'Topics in Origins of Life Research',b'Dimitar Sasselov',TR 0200 PM - 0329 PM,Graduate,161303
Astronomy 310,2018 Spring,,b'Alyssa Goodman',,Graduate,
Astronomy 310,2017 Fall,b'Public Outreach in Astronomy',b'Alyssa Goodman',,Graduate,203472
Astronomy 315,2017 Fall,b'Ethics and Practice in Astronomy',b'Charles Conroy',W 0100 PM - 0259 PM,Graduate,205416
Bio Sciences in Dental Med 300,2018 Spring,b'Research with Faculty',b'Bjorn Olsen',,Graduate,117895
Bio Sciences in Dental Med 300,2017 Fall,b'Research with Faculty',b'Bjorn Olsen',,Graduate,117895
Biological Sci in Public Hlth 201R,2018 Spring,b'Laboratory Rotations',b'Brendan Manning',,Undergraduate + Graduate,126402
Biological Sci in Public Hlth 201R,2017 Fall,b'Laboratory Rotations',b'Brendan Manning',,Undergraduate + Graduate,126402
Biological Sci in Public Hlth 208,2017 Fall,b'Human Physiology',b'Stephanie Shore',MW 0945 AM - 1114 AM,Undergraduate + Graduate,113276
Biological Sci in Public Hlth 210,2018 Spring,b'Pathophysiology of Human Disease',b'Lester Kobzik & Alexey Fedulov',MF 0200 PM - 0329 PM,Undergraduate + Graduate,112431
Biological Sci in Public Hlth 215,2017 Fall,,b'Jin-Ah Park',MW 0945 AM - 1114 AM,Undergraduate + Graduate,115767
Biological Sci in Public Hlth 222,2018 Spring,b'The Biological Basis of Human Nutrition',b'Frank M. Sacks',TR 0200 PM - 0329 PM,Undergraduate + Graduate,111293
Biological Sci in Public Hlth 301,2017 Fall,b'Biological Sciences Seminars',b'Tiffany Horng',TR 0945 AM - 1114 AM,Graduate,110521
Biological Sci in Public Hlth 302QC,2018 Spring,b'Interdisciplinary Training in Pulmonary Sciences Part II',b'Quan Lu & Bernardo Lemos',F 0100 PM - 0159 PM,Graduate,127599
Biological Sci in Public Hlth 303QC,2018 Spring,b'Critical Reading in Pathophysiology of Human Diseases',b'Lester Kobzik',T 0345 PM - 0514 PM,Graduate,127600
Biological Sci in Public Hlth 304QC,2017 Fall,b'Ecological and Epidemiological Control of Parasitic Diseases',b'Dyann Wirth & Manoj Duraisingh',MWF 0200 PM - 0329 PM,Graduate,127601
Biological Sci in Public Hlth 305QC,2017 Fall,b'Interdisciplinary Training in Pulmonary Sciences Part 1',b'Quan Lu & Bernardo Lemos',F 0100 PM - 0159 PM,Graduate,127602
Biological Sci in Public Hlth 306QC,2018 Spring,b'Tuberculosis',b'Sarah Fortune',TR 0200 PM - 0329 PM,Graduate,127603
Biological Sci in Public Hlth 307QC,2018 Spring,b'Parasites: Expert Cell Biologists and Immunologists',b'Barbara Burleigh & Wendy Garrett',TR 0345 PM - 0514 PM,Graduate,204513
Biological Sci in Public Hlth 309QC,2017 Fall,b'Tumor Cell Signaling and Metabolism',b'Brendan Manning',MF 0200 PM - 0329 PM,Graduate,127755
Biological Sci in Public Hlth 310QC,2017 Fall,b'Molecular Mechanisms of Aging',b'James Mitchell & William Mair',MF 0200 PM - 0329 PM,Graduate,127931
Biological Sci in Public Hlth 312,2018 Spring,b'Regulation of the Cellular Uptake of Macromolecular Nutrients',b'Marianne Wessling-resnick',,Graduate,131478
Biological Sci in Public Hlth 312,2017 Fall,b'Regulation of the Cellular Uptake of Macromolecular Nutrients',b'Marianne Wessling-resnick',,Graduate,131478
Biological Sci in Public Hlth 315,2018 Spring,"b'Molecular Genetic Analysis of Gene Expression and Drug Resistance in Parasitic Protozoan, Including'",b'Dyann Wirth',,Graduate,131484
Biological Sci in Public Hlth 315,2017 Fall,"b'Molecular Genetic Analysis of Gene Expression and Drug Resistance in Parasitic Protozoan, Including'",b'Dyann Wirth',,Graduate,131484
Biological Sci in Public Hlth 319,2018 Spring,,b'Gokhan Hotamisligil',,Graduate,123667
Biological Sci in Public Hlth 319,2017 Fall,"b'Signaling Mechanisms of Peptide Hormones, Genetic and Molecular Basis of Obesity and Diabetes'",b'Gokhan Hotamisligil',,Graduate,123667
Biological Sci in Public Hlth 319QC,2018 Spring,b'Biology and Control of Insect Vectors in Human Health',b'Flaminia Catteruccia',W 0345 PM - 0700 PM,Graduate,156653
Biological Sci in Public Hlth 322,2018 Spring,b'Study of Epidemiologic and Biological Characteristics of HIV Viruses in Africa',b'Phyllis Kanki',,Graduate,140160
Biological Sci in Public Hlth 322,2017 Fall,b'Study of Epidemiologic and Biological Characteristics of HIV Viruses in Africa',b'Phyllis Kanki',,Graduate,140160
Biological Sci in Public Hlth 323,2018 Spring,b'Human Lipoprotein Metabolism: Biochemistry and Metabolic Modeling',b'Frank M. Sacks',,Graduate,116391
Biological Sci in Public Hlth 323,2017 Fall,b'Human Lipoprotein Metabolism: Biochemistry and Metabolic Modeling',b'Frank M. Sacks',,Graduate,116391
Biological Sci in Public Hlth 325,2018 Spring,b'Assessment of the Impact of Workplace Pollutants on Health',b'David Christiani',,Graduate,121446
Biological Sci in Public Hlth 325,2017 Fall,b'Assessment of the Impact of Workplace Pollutants on Health',b'David Christiani',,Graduate,121446
Biological Sci in Public Hlth 326,2018 Spring,b'Environmental Epigenetics',b'Andrea Baccarelli',,Graduate,159945
Biological Sci in Public Hlth 326,2017 Fall,,b'Andrea Baccarelli',,Graduate,159945
Biological Sci in Public Hlth 334,2018 Spring,"b'Molecular Basis of Host Cell Invasion, Signaling, Differentiation by the Human Pathogen, T. cruzi'",b'Barbara Burleigh',,Graduate,112702
Biological Sci in Public Hlth 334,2017 Fall,"b'Molecular Basis of Host Cell Invasion, Signaling, Differentiation by the Human Pathogen, T. cruzi'",b'Barbara Burleigh',,Graduate,112702
Biological Sci in Public Hlth 336,2018 Spring,,b'Myron Essex',,Graduate,112704
Biological Sci in Public Hlth 336,2017 Fall,b'Study of Human and Primate T-lymphotrophic Retroviruses Including Agents that Cause AIDS',b'Myron Essex',,Graduate,112704
Biological Sci in Public Hlth 339,2018 Spring,b'Mechanical Basis of Airway and Lung Parenchymal Function',b'Jeffrey Fredberg',,Graduate,112707
Biological Sci in Public Hlth 339,2017 Fall,b'Mechanical Basis of Airway and Lung Parenchymal Function',b'Jeffrey Fredberg',,Graduate,112707
Biological Sci in Public Hlth 345,2018 Spring,b'Lung Macrophage Differentiation and Function',b'Lester Kobzik',,Graduate,112714
Biological Sci in Public Hlth 345,2017 Fall,b'Lung Macrophage Differentiation and Function',b'Lester Kobzik',,Graduate,112714
